Date,Region,Class,Commodity,Variety,Unit,Number of Stores,Weighted Avg Price,Month,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2018-06-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,50,1.56,Jun,19,67,0.0625,1017.875
2018-06-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,68,1.99,Jun,18,64,0,1017
2018-06-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,367,1.72,Jun,18,64,0,1016.375
2018-06-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,259,2.31,Jun,17,63,0,1030.375
2018-06-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,77,1.94,,,,,
2018-07-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,16,1.71,Jul,24,76,0,1020.625
2018-07-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,0.99,Jul,21,70,0.3375,1022.375
2018-07-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,140,1.7,Jul,22,71,0.175,1014.75
2018-08-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,102,2.17,Aug,26,79,0,1022.125
2018-08-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,40,1.12,Aug,16,61,0.4,1018
2018-08-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,1.5,Aug,16,60,0.0375,1013.375
2018-08-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,1.5,,,,,
2018-09-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,56,1.63,Sep,15,59,0,1015.75
2018-09-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,308,1.49,Sep,16,60,0.0125,1020.875
2018-09-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,79,1.68,Sep,15,59,0.15,1007.75
2018-09-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,43,1.08,Sep,14,57,0,1029.25
2018-10-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,301,1.49,Oct,16,61,0,1015.625
2018-10-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,139,1.63,Oct,19,65,0.0375,1009.875
2018-10-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,17,1.5,Oct,12,54,0,1026.375
2018-10-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,102,2.26,Oct,9,49,0.0375,1011.5
2018-11-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,103,1.97,Nov,7,45,0,1023
2018-11-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,16,1.38,Nov,11,52,0,1024.5
2018-11-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,16,1.38,Nov,7,45,0,1014.375
2018-11-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,175,2.5,,,,,
2018-12-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.5,Dec,11,52,0.5,1004.25
2018-12-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,22,1.68,Dec,3,37,0,1022.625
2018-12-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,74,2.46,Dec,11,52,0.3875,1001.625
2018-12-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,111,2.15,Dec,7,44,0,1030
2019-01-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,83,2.23,Jan,2,35,0,1041.875
2019-01-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,8,1.5,Jan,6,43,0,1029.75
2019-01-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,42,1.08,Jan,3,37,0,1016.625
2019-02-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,68,2.5,Feb,2,36,0.4125,986.875
2019-02-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,12,1.49,Feb,10,49,0.3375,1000.25
2019-03-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,107,3,Mar,10,50,0.0375,1017.875
2019-04-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,2.5,Apr,10,50,0,1002.5
2019-05-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,35,0.89,May,11,51,0.1625,1014.75
2019-06-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,50,1.62,Jun,14,58,0.625,1002.625
2019-06-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,5,0.49,Jun,15,60,0.025,1010.125
2019-06-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,5,1.79,Jun,17,62,0,1019.125
2019-07-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,5,0.98,Jul,21,71,0,1018.75
2019-07-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,23,1.14,Jul,20,69,0,1014.625
2019-07-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,12,1.69,Jul,24,74,0.0125,1010.25
2019-08-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,30,1.87,Aug,20,68,0,1019
2019-08-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,1.49,Aug,21,70,0.425,1001.375
2019-08-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,21,1.6,Aug,17,62,0.15,1011.625
2019-08-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,1.5,Aug,21,69,0,1023.875
2019-09-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,0.98,Sep,15,58,0,1022
2019-09-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,0.98,Sep,18,64,0,1033.125
2019-09-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,48,0.91,Sep,16,61,0,1025.375
2019-09-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,16,2,Sep,16,61,0.1625,1004.125
2019-10-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1.87,Oct,14,57,0.1125,1005.375
2019-10-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,56,2.5,Oct,14,57,0.1125,1005.375
2019-10-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,135,1.87,Oct,16,61,0.35,1006.875
2019-10-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.5,Oct,13,55,0.2375,999.5
2019-10-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,24,0.99,Oct,13,56,0,1011.375
2019-11-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,689,2.24,Nov,13,56,0.2,1000.625
2019-11-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,14,1.76,Nov,6,44,0.125,1002.625
2019-11-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,186,1.99,Nov,9,48,0.0875,997.25
2019-12-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,193,1.94,Dec,7,45,0.4375,978.625
2019-12-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,186,1.99,Dec,9,48,0.8375,980.875
2019-12-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,269,2.06,Dec,8,46,0,1027.5
2020-01-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,186,1.99,Jan,7,44,0,1021.125
2020-01-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,76,1.06,Jan,7,44,0.025,1011.625
2020-01-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,2,1.29,Jan,7,44,0,1023.875
2020-01-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,749,1.41,,,,,
2020-02-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,201,1.71,Feb,5,42,0,1020.125
2020-02-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,5,2.99,Feb,5,42,0,1020.125
2020-02-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,11,1.99,Feb,7,45,0,1015.875
2020-02-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,5,2.99,Feb,7,45,0,1015.875
2020-02-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,126,1.05,Feb,6,42,0.5125,1004.75
2020-03-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,4,1.49,Mar,5,42,0,1003
2020-03-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,125,1.5,Mar,8,46,0,1017.75
2020-03-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,64,1.16,Mar,6,44,0,1028.375
2020-04-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,380,1.93,Apr,14,57,0,1016.125
2020-05-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,1.5,May,11,52,0.075,999.5
2020-05-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,30,1.05,May,17,63,0,1018.75
2020-05-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,57,1.41,May,17,63,0,1016.75
2020-06-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,90,1.33,Jun,13,55,0.0375,997
2020-06-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,8,1,Jun,17,62,0.1875,1005.625
2020-06-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,12,1.5,Jun,22,72,0.0375,1008.75
2020-07-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,50,1.59,Jul,17,63,0.0125,1015.625
2020-07-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,3.49,Jul,17,63,0.0125,1015.625
2020-07-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,55,1.14,Jul,21,71,0,1019.875
2020-07-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,3.49,Jul,21,71,0,1019.875
2020-07-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1,Jul,20,68,0,1013.125
2020-07-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,35,1,,,,,
2020-07-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,3.49,,,,,
2020-08-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,66,1.29,Aug,27,80,0,1017.375
2020-08-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,135,1.39,Aug,20,69,0.35,1012.875
2020-08-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,192,1.96,Aug,20,68,0,1004.75
2020-08-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,11,0.99,Aug,16,61,0.4875,1000.875
2020-08-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,3.49,Aug,16,61,0.4875,1000.875
2020-09-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,219,1.9,Sep,16,61,0.0375,1020.75
2020-09-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,43,1.35,Sep,16,61,0,1016.75
2020-09-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,297,1.64,Sep,16,61,0,1023.75
2020-09-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,11,0.79,Sep,11,52,0.0375,1004.75
2020-09-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,3.49,Sep,11,52,0.0375,1004.75
2020-10-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,80,1.28,Oct,13,55,0.8125,993
2020-10-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,239,1.64,Oct,11,52,0.05,1018.5
2020-10-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,73,0.95,Oct,10,49,0,1023.75
2020-10-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,584,1.81,Oct,13,55,0.025,1009
2020-10-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,68,0.99,,,,,
2020-11-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,451,1.92,Nov,8,47,0,1029.5
2020-11-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,19,1.24,Nov,12,53,0,1013.75
2020-11-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,48,1.02,Nov,6,42,0.025,1033.875
2020-12-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,168,1.81,Dec,4,39,0.375,978.375
2020-12-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,64,1.77,Dec,8,47,0.275,987.875
2020-12-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,88,2.27,Dec,10,50,0.15,1010.5
2021-01-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,1.5,Jan,1,34,0.025,1012
2021-01-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,54,0.99,Jan,1,34,0,1017.625
2021-01-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,127,3.99,Jan,1,34,0,1017.625
2021-01-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,501,1.93,Jan,2,36,0,1028.375
2021-01-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,158,2.09,Jan,4,39,0.025,991.25
2021-01-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,1,,,,,
2021-02-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,1303,1.63,Feb,7,45,0.075,1008.375
2021-02-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,10,1.28,Feb,-1,29,0,1029
2021-02-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,81,2.36,Feb,7,45,0,1007.875
2021-03-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,116,1.22,Mar,4,40,0,1031.5
2021-03-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,147,1.77,Mar,7,45,0.0125,1003.75
2021-03-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,0.99,Mar,8,46,0,1028.125
2021-03-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,52,2.11,Mar,8,47,0.1125,1009.25
2021-03-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,28,3.99,Mar,8,47,0.1125,1009.25
2021-04-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,88,1.38,Apr,7,45,0,1029.5
2021-04-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,186,1.94,Apr,8,46,0.05,1013.25
2021-04-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,107,3.99,Apr,8,46,0.05,1013.25
2021-04-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,195,2.36,Apr,7,44,0,1031.625
2021-04-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,533,1.97,Apr,9,49,0,1030.75
2021-04-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,153,2,,,,,
2021-04-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,3.49,,,,,
2021-05-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,28,1.27,May,10,49,0,1012.625
2021-05-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,10,1.25,May,10,50,0,1008.875
2021-05-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,68,1.08,May,10,51,0.175,999.375
2021-05-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,20,1.17,May,15,59,0,1024.25
2021-06-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,1.5,Jun,15,60,0.375,1024.25
2021-06-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,11,0.97,Jun,20,68,0,1020.5
2021-06-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,11,0.88,Jun,13,55,2.5375,1013.5
2021-06-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Jun,13,55,2.5375,1013.5
2021-06-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,17,1.5,Jun,17,63,0.1,1020.25
2021-07-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Jul,18,65,0.0125,1018.75
2021-07-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,185,2.92,Jul,19,65,0.0125,1019.125
2021-07-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,327,1.85,Jul,19,66,0,1026.875
2021-07-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Jul,19,67,0,1016
2021-07-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,156,1.98,,,,,
2021-08-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Aug,17,63,0.05,1000.875
2021-08-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,241,2.15,Aug,19,66,0,1015.75
2021-08-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Aug,19,66,0,1015.75
2021-08-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,49,1.84,Aug,16,61,0,1023.875
2021-09-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,19,1.5,Sep,17,62,0,1021.75
2021-09-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Sep,17,62,0,1021.75
2021-09-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.99,Sep,19,67,0.125,1011.875
2021-09-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,35,0.66,Sep,17,63,0,1013
2021-09-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Sep,17,63,0,1013
2021-09-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,24,1.5,Sep,18,64,0,1016
2021-10-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,49,1.99,Oct,14,58,0.0875,1011.125
2021-10-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Oct,14,58,0.0875,1011.125
2021-10-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,177,1.95,Oct,15,59,0,1029.375
2021-10-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,466,2.98,Oct,13,55,0,1019.25
2021-10-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,448,3.05,Oct,9,49,0,1022.625
2021-10-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Oct,9,49,0,1022.625
2021-10-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,72,1.29,,,,,
2021-11-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,620,2.68,Nov,7,44,0,1025.625
2021-11-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Nov,11,52,0,1030
2021-11-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Nov,4,40,0.1125,999.375
2021-12-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,66,2.66,Dec,5,41,0.2,1005.625
2021-12-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,2.5,Dec,6,43,0.275,999.375
2021-12-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Dec,6,43,0.275,999.375
2021-12-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,12,1.5,Dec,7,45,0,1039.875
2022-01-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,1,1.79,Jan,4,39,0,1015.5
2022-01-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,12,2.99,Jan,4,39,0,1036
2022-01-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,37,2,Jan,2,36,0,1038.25
2022-01-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,2,Jan,5,41,0,1034.5
2022-01-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Jan,5,41,0,1034.5
2022-02-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,99,1.98,Feb,7,45,0.25,1016.75
2022-02-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,1251,2.01,Feb,5,40,0,1032.875
2022-02-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Feb,6,43,0,1026.125
2022-03-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,682,2.13,Mar,8,46,0.075,1017.375
2022-03-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,517,2.21,Mar,10,49,0.425,1006.375
2022-03-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Mar,10,49,0.425,1006.375
2022-03-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,628,2.28,Mar,9,48,0,1041
2022-03-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,927,2.36,Mar,11,51,0,1030.625
2022-04-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1.95,Apr,6,43,0.0375,1000.875
2022-04-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2.99,Apr,6,43,0.0375,1000.875
2022-04-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1.95,Apr,15,59,0,1025.5
2022-04-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1.95,Apr,10,51,0.0375,1008.125
2022-04-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,12,5.59,Apr,10,51,0.0375,1008.125
