Date,Region,Class,Commodity,Variety,Unit,Number of Stores,Weighted Avg Price,Month,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2016-09-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,881,1.29,Sep,16,61,0.0375,1019
2016-09-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,633,1.08,Sep,18,64,0,1014.75
2016-09-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,892,1.17,Sep,16,60,0.6625,1012
2016-09-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,718,1,Sep,14,57,0,1024.125
2016-09-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,2224,1.47,,,,,
2016-10-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,565,1.24,Oct,13,55,0.0125,1022.625
2016-10-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,974,1.47,Oct,11,52,0,1006.25
2016-10-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,841,1.41,Oct,9,48,0,1019.75
2016-10-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,863,1.11,Oct,13,55,0,1033.25
2016-10-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,74,1.99,Oct,13,55,0,1033.25
2016-11-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,721,1.23,Nov,8,46,0.2875,1009.875
2016-11-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,526,1.57,Nov,5,41,0,1020.25
2016-11-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,765,1.11,Nov,5,40,0,995.125
2016-11-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,360,1.06,Nov,7,44,0,1021.875
2016-12-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1150,1.18,Dec,4,40,0,1026.75
2016-12-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,939,1.06,Dec,12,53,0,1025.5
2016-12-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,906,1.14,Dec,9,48,0,1024.5
2016-12-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,898,1.07,Dec,8,46,0.0125,1026.125
2016-12-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,12,2.99,Dec,8,46,0.0125,1026.125
2016-12-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,657,0.9,,,,,
2017-01-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,924,1.05,Jan,3,37,0.1,1035.875
2017-01-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,495,1.16,Jan,2,35,0.0625,1007.5
2017-01-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,722,1.09,Jan,2,35,0,1033.75
2017-01-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,747,1.03,Jan,3,37,0,1011.125
2017-02-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,855,1.32,Feb,7,45,0.05,995.375
2017-02-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,242,1.22,Feb,1,35,0.0125,1023.875
2017-02-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,749,1.24,Feb,8,46,0.0375,1028
2017-02-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,803,0.99,Feb,5,41,0,1014.875
2017-03-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1094,1.28,Mar,7,45,0.1,999.875
2017-03-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,923,1.59,Mar,9,47,0,1025.25
2017-03-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,168,1.99,Mar,9,47,0,1025.25
2017-03-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,706,1.03,Mar,7,45,0,1017.625
2017-03-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,662,1.03,Mar,8,46,0,1027.25
2017-03-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1256,1.11,,,,,
2017-04-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,600,1.64,Apr,10,51,0,1027.125
2017-04-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,682,1.07,Apr,10,50,0.05,1016.875
2017-04-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,816,1.17,Apr,11,51,0,1032
2017-04-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,773,1.04,Apr,9,48,0.0375,1016.875
2017-04-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,12,2.99,Apr,9,48,0.0375,1016.875
2017-05-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,707,1.02,May,10,50,0,1021.125
2017-05-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,511,1.4,May,13,56,0.2375,997.375
2017-05-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,461,1.12,May,11,53,0.375,1011.625
2017-05-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,241,1.01,May,18,65,0,1018.25
2017-06-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,655,1.46,Jun,18,65,0.4125,1016.25
2017-06-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,547,1.34,Jun,15,59,0,1011.25
2017-06-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,309,1.12,Jun,16,61,0,1023.5
2017-06-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,524,1.2,Jun,17,63,0,1015.875
2017-06-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,316,1.03,,,,,
2017-07-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,509,1.36,Jul,21,70,0,1015.875
2017-07-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,377,1.16,Jul,16,61,0,1019.75
2017-07-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,273,1.02,Jul,19,65,0,1009.25
2017-07-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,383,1.2,Jul,17,63,0,1008.5
2017-08-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,573,1.27,Aug,18,65,0,1011.125
2017-08-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,609,1.44,Aug,17,63,0,1019.125
2017-08-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,860,1.31,Aug,17,63,0.0375,1011.25
2017-08-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,958,1.46,Aug,19,67,0,1017.5
2017-09-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,403,1.16,Sep,16,62,0,1021.375
2017-09-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,734,1.18,Sep,16,62,0.025,1000.25
2017-09-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,497,1.32,Sep,13,55,0.075,1012.875
2017-09-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,783,1.49,Sep,14,58,0,1021
2017-09-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,929,1.05,,,,,
2017-10-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,921,1.15,Oct,12,53,0,1024.25
2017-10-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,641,1.24,Oct,16,61,0,1022
2017-10-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,3,1.88,Oct,16,61,0,1022
2017-10-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,886,1.4,Oct,14,57,0.0875,1004.125
2017-10-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1024,1.07,Oct,12,54,0,1031.875
2017-11-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,880,1.34,Nov,12,53,0.025,1013.75
2017-11-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,429,1.01,Nov,10,50,0,1019.75
2017-11-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1318,1.29,Nov,6,43,0,1028.625
2017-11-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,607,1.21,Nov,6,44,0.0125,1010.25
2017-12-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,731,1,Dec,4,39,0,1019.625
2017-12-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,142,1.17,Dec,4,39,0,1014.75
2017-12-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,225,1.22,Dec,4,39,0.125,997.125
2017-12-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,531,1.22,Dec,9,48,0.0375,1035.25
2017-12-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,11,2.5,Dec,9,48,0.0375,1035.25
2017-12-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,216,1.04,,,,,
2017-12-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,11,2.5,,,,,
2018-01-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,702,1.17,Jan,7,44,0.0375,994.5
2018-01-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,13,3.53,Jan,7,44,0.0375,994.5
2018-01-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,936,1.14,Jan,7,44,0,1025.375
2018-01-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,7,3.99,Jan,7,44,0,1025.375
2018-01-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,998,1.39,Jan,4,39,0,1008.5
2018-01-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,511,1.68,Jan,5,41,0,1017.5
2018-02-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,205,1.28,Feb,5,40,0,1010
2018-02-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,244,1.2,Feb,5,41,0.4375,1009.875
2018-02-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,951,1.24,Feb,5,41,0,1024
2018-02-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,651,1.62,Feb,3,37,0,1021.375
2018-03-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,830,1.01,Mar,-1,31,0.25,993.375
2018-03-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,513,1.59,Mar,10,50,0.0375,998.125
2018-03-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,192,1.58,Mar,10,50,0.0375,998.125
2018-03-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,90,1.34,Mar,9,48,0.0125,1001.875
2018-03-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,327,1.25,,,,,
2018-04-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,300,1.07,Apr,10,50,0,1011.375
2018-04-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,5,2.99,Apr,10,50,0,1011.375
2018-04-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,535,1.06,Apr,10,50,0,1007.25
2018-04-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,199,2.13,Apr,10,50,0,1007.25
2018-04-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,550,1.08,Apr,19,67,0,1023.25
2018-04-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1,3.09,Apr,19,67,0,1023.25
2018-04-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,638,1.49,Apr,10,50,0.575,1008
2018-05-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,591,1.14,May,15,58,0,1023.375
2018-05-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,230,2.23,May,14,57,0,1016
2018-05-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,321,1.12,May,12,54,0,1025.875
2018-05-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,379,1.53,May,17,63,0.2,1017.875
2018-06-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,116,1.34,Jun,19,67,0.0625,1017.875
2018-06-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,567,1.36,Jun,18,64,0,1017
2018-06-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,87,1.54,Jun,18,64,0,1016.375
2018-06-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,110,1.26,Jun,17,63,0,1030.375
2018-06-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,251,2.21,,,,,
2018-07-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,50,1.19,Jul,24,76,0,1020.625
2018-07-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,175,1.48,Jul,21,70,0.3375,1022.375
2018-07-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,124,1.41,Jul,22,71,0.175,1014.75
2018-07-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,47,1.37,Jul,25,77,0.1125,1009.875
2018-08-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,83,1.18,Aug,26,79,0,1022.125
2018-08-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,238,1.61,Aug,16,61,0.4,1018
2018-08-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,788,1.53,Aug,18,64,0,1019.375
2018-08-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,533,1.26,Aug,16,60,0.0375,1013.375
2018-08-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,546,1.83,,,,,
2018-09-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,589,1.19,Sep,15,59,0,1015.75
2018-09-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,275,1.44,Sep,16,60,0.0125,1020.875
2018-09-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,907,1.68,Sep,15,59,0.15,1007.75
2018-09-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,556,1.57,Sep,14,57,0,1029.25
2018-09-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,12,1.99,Sep,14,57,0,1029.25
2018-10-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,734,1.24,Oct,16,61,0,1015.625
2018-10-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,12,1.99,Oct,16,61,0,1015.625
2018-10-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,728,1.45,Oct,19,65,0.0375,1009.875
2018-10-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,637,1.09,Oct,12,54,0,1026.375
2018-10-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,171,1.99,Oct,12,54,0,1026.375
2018-10-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,932,1.08,Oct,9,49,0.0375,1011.5
2018-11-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,504,1.18,Nov,7,45,0,1023
2018-11-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,39,2.99,Nov,7,45,0,1023
2018-11-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,639,1.46,Nov,11,52,0.1625,1005.625
2018-11-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,546,1.24,Nov,11,52,0,1024.5
2018-11-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,12,1.99,Nov,11,52,0,1024.5
2018-11-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,551,1.2,Nov,7,45,0,1014.375
2018-11-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,12,1.99,Nov,7,45,0,1014.375
2018-11-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,673,1.31,,,,,
2018-12-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,446,1.24,Dec,11,52,0.5,1004.25
2018-12-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,251,1.99,Dec,11,52,0.5,1004.25
2018-12-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,244,1.32,Dec,3,37,0,1022.625
2018-12-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,612,1.63,Dec,11,52,0.3875,1001.625
2018-12-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,686,1.1,Dec,7,44,0,1030
2019-01-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,591,1.54,Jan,2,35,0,1041.875
2019-01-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,518,3,Jan,2,35,0,1041.875
2019-01-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,449,1.32,Jan,6,43,0,1029.75
2019-01-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,80,1.99,Jan,6,43,0,1029.75
2019-01-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1000,1.09,Jan,3,37,0,1016.625
2019-01-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,133,1.43,Jan,6,42,0,1013.75
2019-01-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,1,3.19,Jan,6,42,0,1013.75
2019-02-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,461,1.26,Feb,2,36,0.4125,986.875
2019-02-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,307,1.23,Feb,10,49,0.3375,1000.25
2019-02-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,313,1.39,Feb,8,46,0,1027.125
2019-02-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,403,1.3,Feb,9,49,0,1034.25
2019-03-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,498,1.34,Mar,10,50,0.0375,1017.875
2019-03-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,747,1.25,Mar,8,47,0.0125,1009.75
2019-03-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,461,1.23,Mar,12,54,0.0875,1007
2019-03-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,186,1.99,Mar,12,54,0.0875,1007
2019-03-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,825,1.17,Mar,11,51,0,1028.75
2019-03-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,82,2.99,Mar,11,51,0,1028.75
2019-03-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,422,1.2,,,,,
2019-04-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,572,1.62,Apr,10,50,0,1002.5
2019-04-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,82,2.99,Apr,10,50,0,1002.5
2019-04-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,393,1.91,Apr,7,45,0,1026.75
2019-04-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,52,2.99,Apr,7,45,0,1026.75
2019-04-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,164,1.54,Apr,15,60,0,1028
2019-04-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,364,1.62,Apr,12,54,0.1375,1009.375
2019-05-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,132,1.6,May,11,51,0.1625,1014.75
2019-05-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,147,1.26,May,12,53,0.0375,1009.25
2019-05-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,6,2.99,May,12,53,0.0375,1009.25
2019-05-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,371,1.03,May,12,54,0.0375,1009.25
2019-05-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,243,1.84,May,17,63,0,1016.875
2019-05-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,181,1.45,,,,,
2019-05-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,207,2.07,,,,,
2019-06-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,104,1.62,Jun,14,58,0.625,1002.625
2019-06-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,338,1.07,Jun,15,60,0.025,1010.125
2019-06-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,74,1.14,Jun,17,62,0,1019.125
2019-06-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,45,1.75,Jun,17,63,0,1024.25
2019-07-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,357,1.86,Jul,21,71,0,1018.75
2019-07-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,48,3.99,Jul,21,71,0,1018.75
2019-07-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,328,2.19,Jul,20,69,0,1014.625
2019-07-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,197,1.57,Jul,24,74,0.0125,1010.25
2019-08-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,208,2.41,Aug,20,68,0,1019
2019-08-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,17,2.36,Aug,21,70,0.425,1001.375
2019-08-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,YELLOW,2 lb bag,528,1.82,Aug,17,62,0.15,1011.625
